0.2575 	1.0001 	2.53964e-18 	0.0225716 	0.0794447 	0
0.2625 	1.0001 	2.53964e-18 	0.0280907 	0.102819 	0
0.2675 	1.0001 	2.53964e-18 	0.0319552 	0.115722 	0
0.2725 	1.0001 	2.53964e-18 	0.0358562 	0.121215 	0
0.2775 	1.0001 	2.53964e-18 	0.0409081 	0.121349 	0
0.2825 	1.0001 	2.53964e-18 	0.0475768 	0.117633 	0
0.2875 	1.0001 	6.00908e-18 	0.0559674 	0.111212 	0
0.2925 	1.0001 	1.22975e-17 	0.0660091 	0.102951 	0
0.2975 	1.0001 	1.51164e-17 	0.077543 	0.0934995 	0
0.3025 	1.0001 	1.51164e-17 	0.0903733 	0.0833386 	0
0.3075 	1.0001 	1.85858e-17 	0.104297 	0.0728192 	0
0.3125 	1.0001 	2.20553e-17 	0.119118 	0.0621956 	0
0.3175 	1.0001 	2.55247e-17 	0.13466 	0.0516503 	0
0.3225 	1.0001 	3.15963e-17 	0.150763 	0.0413132 	0
0.3275 	1.0001 	3.07289e-17 	0.167285 	0.0312754 	0
0.3325 	1.0001 	3.00784e-17 	0.184103 	0.0216002 	0
0.3375 	1.0001 	3.00784e-17 	0.201111 	0.0123304 	0
0.3425 	1.0001 	2.72594e-17 	0.218215 	0.00349391 	0
0.3475 	1.0001 	2.72594e-17 	0.235334 	-0.0048919 	0
0.3525 	1.0001 	3.00784e-17 	0.252397 	-0.0128177 	0
0.3575 	1.0001 	3.28973e-17 	0.269344 	-0.02028 	0
0.3625 	1.0001 	3.28973e-17 	0.28612 	-0.0272793 	0
0.3675 	1.0001 	3.28973e-17 	0.30268 	-0.0338195 	0
0.3725 	1.0001 	3.27238e-17 	0.318983 	-0.0399066 	0
0.3775 	1.0001 	3.53693e-17 	0.334993 	-0.0455485 	0
0.3825 	1.0001 	3.81882e-17 	0.350682 	-0.0507543 	0
0.3875 	1.0001 	3.81882e-17 	0.366021 	-0.055534 	0
0.3925 	1.0001 	3.85351e-17 	0.38099 	-0.0598986 	0
0.3975 	1.0001 	3.88821e-17 	0.395568 	-0.0638591 	0
0.4025 	1.0001 	3.88821e-17 	0.409742 	-0.0674274 	0
0.4075 	1.0001 	3.19432e-17 	0.423496 	-0.0706153 	0
0.4125 	1.0001 	2.78232e-17 	0.436821 	-0.0734348 	0
0.4175 	1.0001 	2.78232e-17 	0.449708 	-0.075898 	0
0.4225 	1.0001 	2.78232e-17 	0.462152 	-0.078017 	0
0.4275 	1.0001 	3.06422e-17 	0.474148 	-0.0798038 	0
0.4325 	1.0001 	3.06422e-17 	0.485693 	-0.0812702 	0
0.4375 	1.0001 	3.08156e-17 	0.496786 	-0.0824279 	0
0.4425 	1.0001 	3.1336e-17 	0.507428 	-0.0832884 	0
0.4475 	1.0001 	3.15095e-17 	0.517619 	-0.0838628 	0
0.4525 	1.0001 	3.1336e-17 	0.527363 	-0.084162 	0
0.4575 	1.0001 	3.1336e-17 	0.536662 	-0.0841966 	0
0.4625 	1.0001 	3.1336e-17 	0.545521 	-0.0839768 	0
0.4675 	1.0001 	3.1336e-17 	0.553945 	-0.0835124 	0
0.4725 	1.0001 	3.11626e-17 	0.561938 	-0.0828127 	0
0.4775 	1.0001 	3.11626e-17 	0.569508 	-0.0818867 	0
0.4825 	1.0001 	3.1336e-17 	0.576658 	-0.0807429 	0
0.4875 	1.0001 	3.1336e-17 	0.583397 	-0.0793895 	0
0.4925 	1.0001 	3.1336e-17 	0.589729 	-0.0778339 	0
0.4975 	1.0001 	3.1336e-17 	0.595662 	-0.0760833 	0
0.5025 	1.0001 	3.1336e-17 	0.6012 	-0.0741442 	0
0.5075 	1.0001 	3.1336e-17 	0.606351 	-0.0720229 	0
0.5125 	1.0001 	3.1336e-17 	0.611119 	-0.0697249 	0
0.5175 	1.0001 	3.48055e-17 	0.615509 	-0.0672553 	0
0.5225 	1.0001 	4.10939e-17 	0.619526 	-0.0646188 	0
0.5275 	1.0001 	4.40863e-17 	0.623174 	-0.0618196 	0
0.5325 	1.0001 	4.14408e-17 	0.626455 	-0.0588612 	0
0.5375 	1.0001 	4.14408e-17 	0.629372 	-0.055747 	0
0.5425 	1.0001 	4.42597e-17 	0.631926 	-0.0524797 	0
0.5475 	1.0001 	4.42597e-17 	0.634116 	-0.0490617 	0
0.5525 	1.0001 	4.68618e-17 	0.635942 	-0.0454949 	0
0.5575 	1.0001 	4.32189e-17 	0.637402 	-0.0417808 	0
0.5625 	1.0001 	3.9576e-17 	0.638491 	-0.0379209 	0
0.5675 	1.0001 	4.30454e-17 	0.639204 	-0.0339159 	0
0.5725 	1.0001 	4.10939e-17 	0.639533 	-0.0297667 	0
0.5775 	1.0001 	3.5456e-17 	0.639468 	-0.0254738 	0
0.5825 	1.0001 	3.26371e-17 	0.638999 	-0.0210378 	0
0.5875 	1.0001 	3.26371e-17 	0.638112 	-0.016459 	0
0.5925 	1.0001 	3.5456e-17 	0.636788 	-0.0117382 	0
0.5975 	1.0001 	4.17444e-17 	0.63501 	-0.00687611 	0
0.6025 	1.0001 	4.17444e-17 	0.632753 	-0.0018741 	0
0.6075 	1.0001 	3.82749e-17 	0.629992 	0.00326595 	0
0.6125 	1.0001 	3.82749e-17 	0.626695 	0.0085412 	0
0.6175 	1.0001 	3.82749e-17 	0.622826 	0.0139477 	0
0.6225 	1.0001 	3.82749e-17 	0.618346 	0.0194798 	0
0.6275 	1.0001 	3.82749e-17 	0.613206 	0.0251298 	0
0.6325 	1.0001 	3.82749e-17 	0.607355 	0.0308873 	0
0.6375 	1.0001 	3.82749e-17 	0.600731 	0.0367386 	0
0.6425 	1.0001 	4.15709e-17 	0.593265 	0.0426653 	0
0.6475 	1.0001 	4.2048e-17 	0.584876 	0.0486433 	0
0.6525 	1.0001 	3.64101e-17 	0.575475 	0.0546414 	0
0.6575 	1.0001 	3.07723e-17 	0.564957 	0.0606188 	0
0.6625 	1.0001 	2.77799e-17 	0.553204 	0.066523 	0
0.6675 	1.0001 	2.50043e-17 	0.54008 	0.0722861 	0
0.6725 	1.0001 	2.24022e-17 	0.525431 	0.0778204 	0
0.6775 	1.0001 	2.24022e-17 	0.509082 	0.0830133 	0
0.6825 	1.0001 	2.22287e-17 	0.490836 	0.0877193 	0
0.6875 	1.0001 	1.92363e-17 	0.47047 	0.0917514 	0
0.6925 	1.0001 	1.64174e-17 	0.447743 	0.0948691 	0
0.6975 	1.0001 	1.64174e-17 	0.422395 	0.0967638 	0
0.7025 	1.0001 	1.92363e-17 	0.394163 	0.0970431 	0
0.7075 	1.0001 	1.85858e-17 	0.362801 	0.0952159 	0
0.7125 	1.0001 	1.7545e-17 	0.328121 	0.0906875 	0
0.7175 	1.0001 	1.99736e-17 	0.290053 	0.0827789 	0
0.7225 	1.0001 	1.99736e-17 	0.248733 	0.0708041 	0
0.7275 	1.0001 	2.6262e-17 	0.204622 	0.0542607 	0
0.7325 	1.0001 	3.25504e-17 	0.15844 	0.0332465 	0
0.7375 	1.0001 	3.25504e-17 	0.11074 	0.00931592 	0
0.7425 	1.0001 	3.25504e-17 	0.0638325 	-0.0129616 	0
