0.05 	0.00125 	0.005 	0.0340581
0.05 	0.00375 	0.005 	0.0340683
0.05 	0.00625 	0.005 	0.0340575
0.05 	0.00875 	0.005 	0.0340048
0.05 	0.01125 	0.005 	0.0338987
0.05 	0.01375 	0.005 	0.0337229
0.05 	0.01625 	0.005 	0.0334571
0.05 	0.01875 	0.005 	0.0330777
0.05 	0.02125 	0.005 	0.032558
0.05 	0.02375 	0.005 	0.0318676
0.05 	0.02625 	0.005 	0.0309725
0.05 	0.02875 	0.005 	0.0298346
0.05 	0.03125 	0.005 	0.028412
0.05 	0.03375 	0.005 	0.0266598
0.05 	0.03625 	0.005 	0.0245304
0.05 	0.03875 	0.005 	0.0219755
0.05 	0.04125 	0.005 	0.0189475
0.05 	0.04375 	0.005 	0.015403
0.05 	0.04625 	0.005 	0.0113061
0.05 	0.04875 	0.005 	0.00663312
0.05 	0.05125 	0.005 	0.0013782
0.05 	0.05375 	0.005 	-0.00444049
0.05 	0.05625 	0.005 	-0.0107741
0.05 	0.05875 	0.005 	-0.0175366
0.05 	0.06125 	0.005 	-0.0245991
0.05 	0.06375 	0.005 	-0.0317863
0.05 	0.06625 	0.005 	-0.0388765
0.05 	0.06875 	0.005 	-0.0456064
0.05 	0.07125 	0.005 	-0.0516827
0.05 	0.07375 	0.005 	-0.056801
0.05 	0.07625 	0.005 	-0.0606732
0.05 	0.07875 	0.005 	-0.0630621
0.05 	0.08125 	0.005 	-0.0638197
0.05 	0.08375 	0.005 	-0.0629247
0.05 	0.08625 	0.005 	-0.0605102
0.05 	0.08875 	0.005 	-0.0568788
0.05 	0.09125 	0.005 	-0.0524953
0.05 	0.09375 	0.005 	-0.0478872
0.05 	0.09625 	0.005 	-0.0434727
0.05 	0.09875 	0.005 	-0.0403521
